service_id,short_code,partner_name,service,product_id,spid,phone,email,account_manager
30024300007315,6791,New Rise Technology,API,10000302834,300243,,,
30024300007316,6791,New Rise Technology PLC,API,10000302835,300243,,,
30024300007301,6791,New Rise Technology PLC,API,10000302819,300243,,,
30012500007135,8732,Nutrition Trading PLC,API,1000030155,300124,911147238,,Mohammed
155732000014484,9362,OK SMS,API,1000021571,15573,921437521,,Kalkidan
30024600007306,849,Playstream Interactive PLC(victory play),API,10000302824,300246,,,Meron
30024600007307,849,Playstream Interactive PLC(victory play),API,10000302825,300246,,,Meron
157042000014712,8873,PO Vas And software solutions,API,1000021983,15704,979596565,,Aziza
300051200007051,8858,POINT ICT TECHNOLOGY PLC,API,1000030064,300051,911570000,,Tolosa
150602000013972,9611,Primecom Technologies PLC,API,1000020209,15060,910804901,,Mohammed
30024700007308,6956,RIMARTSCHOOL.COM,API,10000302826,300247,,,
30013400007156,9052,ROBE HABTAMU BIRHANU,API,1000030182,300136,911271846,,samuel
300206200007238,6098,Roja Solutions PLC,API,10000302756,300206,935285173,,samuel
156962000014710,6204,S E VAS TRADING PLC,API,1000021979,15696,912102044,,Tolosa
300034200007034,8425,SAMHAR TRADING PLC,API,1000030047,300034,910690733,samor20@gmail.com,Samrawit
300050200007050,8253,SAN METROPOLITAN PLC,API,1000030063,300050,930011930,,Aziza
30022800007275,6111,SER State office of the prisedant,API,10000302793,300228,916832316,,Tolosa
153492000014207,9100,Shedeli Trading PLC,API,1000020706,15349,,,Meron
30026300007333,9286,SKYKIN Technologies PLC,API,10000302852,300263,,,
30026300007332,9286,SKYKIN Technology PLC,API,10000302851,300263,,,
30026300007331,9286,SKYKIN Technology PLC,API,10000302850,300263,,,
30026300007334,9286,SKYKIN Technology PLC,API,10000302853,300263,,,
30013400007171,9248,STAR TECHNOLOGIES PLC-9248,API,1000030198,300141,962092805,yusra@star-tech.website,Samrawit
30022400007261,8849,Superior Technology PLC,API,10000302779,300224,NA,,Abay
156422000014548,6571,TARIKU BELFA DEKO,API,15642,15642,911584476,,samuel
300207200007239,6178,Tebeb Digital Service plc,API,10000302757,300207,,,
30022000007255,6906,Tec MED Revolution,API,10000302773,300220,911909596,,Samrawit
30012800007146,883,TECH VAS TELECOMUNICATION VALUE ADDED SERVICE,API,1000030168,300130,,,
300100200007102,9013,Techstar Technologies PLC,API,1000030116,300084,,,Meron
300100200007104,9012,Techstar Technologies PLC,API,1000030118,300103,,,Meron
300100200007103,9012,Techstar Technologies PLC,API,1000030117,300103,,,Meron
150922000014038,9730,Tigist Teshome,API,1000020386,15092,912656806,,samuel
156312000014535,6625,TIRUWORK TSEGAYE MOLLA,API,1000021748,15631,918254561,,samuel
30024900007310,8526,,API,10000302829,300249,,,
30026900007354,843,,API,10000302874,300269,,,
30026900007352,843,,API,10000302871,300269,,,
30027200007357,6141,,API,10000302877,300272,,,
30026900007353,843,,API,10000302872,300269,,,
300065200007065,7163,,API,1000030078M,300065,,,
156782000014648,8315,Beta Systems PLC,API,1000021870,15678,911246654,,Aziza
151272000014027,9725,Bezawit Mulugeta VAS,API,1000020334,15127,913819518,,Mohammed
30019400007238,NA,Chartered Advisory Service PLC,API,NA,NA,911508341,,samuel
30019600007240,NA,Chartered Advisory Service PLC,API,NA,NA,911508341,,samuel
3000222000007020,8415,Hirenboot Computer import plc,API,1000030035,300022,911574143,,Kalkidan
152432000014172,9861,Itex Technology consulting PLC,API,1000020642,15243,,,
30026200007338,6313,Kalem Trading PLC,API,10000302857,300262,910990147,,Tolosa
30026200007339,6313,Kalem Trading PLC,API,10000302858,300262,910990147,,Tolosa
30012500007140,9155,KURAZ TECHNOLOGIES PLC,API,1000030161,300137,995454546,,samuel
151092000014023,9667,Mekonnen Mulugeta VAS,API,1000020329,15109,NA,,Aziza
155752000014470,9329,MIND SET SHORT MASAGE SERVICE,API,1000021543,15575,921437521,,Kalkidan
300088200007088,8349,MULUGETA ABERA,API,1000030102,300088,911208637,,samuel
136912000012413,7977,Royd Technology PLC,API,1000018595,13691,NA,,Aziza
136732000012909,6699,Shalkatraz Engineering PLC,API,1000018803,13673,953968460,,Mohammed
30023800007287,NA,SkyKin Technologies  plc,API,NA,NA,NA,,Aziza
151222000014029,9659,Tinsae Mulugeta VAS,API,1000020339,15122,910553674,,Kalkidan
57152000003854,8161,MEKEDONIA HOME FOR THE ELDERY AND THE MENTALLY DISABLE,MT,1000009387,5715,,,
0134232000011026,7564,YOSEF ABERA ESHETE,MT,NA,NA,911228298,,Meskerem
0104952000005109,6764,ELPID TRADING PLC,MT,NA,NA,,,
0150142000013949,9400,ETHIOPIAN RED CROSS SOCIETY,MT,NA,NA,911134730,,Meskerem
0152442000014123,6710,CHILDREN S HEART FUND ETH . .,MT,NA,NA,911603070,,Aziza
0066042000003776,8596,NANA SERVICES PLC,MT,NA,NA,911234747,,Selome
0059112000003522,8496,NANA SERVICES PLC,MT,NA,NA,911234747,,Selome
0100322000004412,8799,Ameha Wehibe Ict Service Co.,MT,NA,NA,929247528,,Aziza
0130152000009606,7122,AL HABESHA MEDIA & COMMUNICATION PLC,MT,NA,NA,930484285,,Selome
0106052000005133,6832/6831,TIGRAY DEVELOPMENT ASSOCI,MT,NA,NA,911545152,,
0154142000014296,9923,MUDAYE BEGO ADRAGOT MAHIBER,MT,NA,NA,911718205,,Mohammed
0152542000014130,9600,MARY JOY DEVELOPMENT ASSOCIATION,MT,NA,NA,911208518,,Mohammed
0150022000013937,9565,YEETHIOPIA CANCER ASSOCIATION . .,MT,NA,NA,961585858,,Meskerem
0100042000004311,8571,APLUS TELECOM SERVICE PLC,MT,NA,NA,911239002,,Selome
0101122000004631,6569,AMAN WASSIE ABDE,MT,NA,NA,972107810,,Tolosa
0046022000003040,8306,SALIM AWOD VALUE ADDED SERVICES,MT,NA,NA,930249999,,Aziza
0132152000010007,7379,ELMAR TECHNOLOGY PLC,MT,NA,NA,930469372,,Selome
0132622000012969,7335,Babul Kheyer Yebego Adiragote Dirijit,MT,NA,NA,922304805,,Meskerem
0087062000004120,8597,Ethio Digital vas Solution,MT,NA,NA,,,
0092002000004174,8320,VASMAS TRADING PLC,MT,NA,NA,985202952,,Aziza
0150582000013966,9616,NIA FOUNDATION,MT,NA,NA,911244073,,Mohammed
0100632000004478,6615/6617,MOHAMMED A ABDULRAHMAN,MT,NA,NA,944031888,,Meskerem
0128432000009047,6833,BILALUL HABESHI COM,MT,NA,NA,987151515,,Meskerem
0126952000008428,6860,GERGESENON YEAYMERO HEMUMAN MERJA MAHIBER YEAYMERO HEMUMAN MERJA MAHIBER,MT,NA,NA,977398623,,Meskerem
0100352000004431,6049,WALEED A ABDULARAHAMAN,MT,NA,NA,908766580,,Aziza
0104062000005062,6817,MOHAMMED ABDO NAJI,MT,NA,NA,935061284,,Aziza
0129262000009408,6691,FIKRIE GEBEW TELECOMMUNICATION VAT,MT,NA,NA,929013461,,Selome
0046022000002999,8863,SALIM AWOD VALUE ADDED SERVICES,MO,NA,NA,930249999,,Aziza
0106432000005204,6901,Awad Salim Awade,MT,NA,NA,907777779,,Aziza
0155482000014445,9938,SHEK ADEM TULA FOUNDATION,MT,NA,NA,912391032,,
0100052000004314,8930,ZEMENU TAREKEGN BITAW,MT,NA,NA,930288729,,Selome
0136332000012267,7831/7040,IMAN ISLAMIC ASSOCIATION,MT,NA,NA,,,
30020000007234,8925,Abebech Gobena,MT,1000030272,300200,964888887,,Tolosa
0104642000005055,6341,EKO PLUS IT TECHNOLOGY PLC,MT,NA,NA,933683247,,Tolosa
0145522000012977,7500,AWOLIA RELIEF AND DEVELOPMENT ORGANIZITION,MT,NA,NA,911880277,,Meskerem
0154372000014342,9827/7855,HACALU HUNDESSA FOUNDATION,MT,NA,NA,942387804,,
0096002000004237,8185,Ri Com Value Add and Telecommunication Materials service,MT,NA,NA,933683247,,Tolosa
0152052000014090,9757,YESIR LENA CHARITY ORGANIZATION(YCO),MT,NA,NA,910642618,,Meskerem
0104642000005053,6329,ECO PLUS IT TECHNOLOGY PLC,MT,NA,NA,933683247,,Tolosa
0100572000004465,6489,BERIHUNE GEZAHEGN TELAHUN,MT,NA,NA,,,
30025600007320,6368,WOLAITTA DEVELOPMENT ASSOCIATION,MO,NA,NA,924108704,,Selome
0134822000011428,7514,Circles Technologies PLC,MT,NA,NA,966205053,,
0136722000012336,7930,MEDON IT SOLUTION PLC,MT,NA,NA,910449044,,Aziza
0134432000011165,7168,MELU SERVICES P.L.C,MT,NA,NA,916651919,,Selome
30020300007237,8208/8183,Kalen Benalafle 1,MO,40001007,300203,913227478,,Meskerem
30018200007227,6001,MASTER ABINET KEBEDE FOUNDATION,MT,1000030254,300182,911003269,,Aziza
0100562000004469,8862,HIKMA ELECTRONICS PLC,MT,NA,NA,933683247,,Tolosa
0128172000008808,6661,EKO PLUS IT TECHNOLOGY PLC,MT,NA,NA,933683247,,Tolosa
0136272000012246,7566,Kutako Solutions,MT,NA,NA,,,
30013400007188,6265,ENAT BANK S.C.,MT,1000030215,300154,911121246,,Tolosa
300209200007241,6650,EOTC Child and family affairs organization,MT,10000302759,300208,920600212,,Meskerem
0128192000008804,6375,BLUE LINE  IT SOLUTION PLC,MT,NA,NA,NA,,Aziza
0101022000004568,6616,H.P.N.R.S BEZUHANE MEGENAGNA HARAR,MT,NA,NA,,,
0121292000006470,6400,City Governement of Addis Ababa City Administration,MT,NA,NA,934471339,,Meskerem
0104042000005429,6614,COMTEL TRADING PLC,MT,NA,NA,933683247,,Tolosa
0042622000002745,8338,APPOSIT TECHNOLOGY SOLUTIONS PLC,MO,NA,NA,,,
30022700007274,6802,Gurage lemat,MT,10000302792,300227,911735022,,Meskerem
0145362000012947,9282,MEMBER MULTIMIDIA PRODACTION PLC,MO,NA,NA,911027667,,Meskerem
30024200007300,8104,HELLO DELALA COMMISION SERVICE PLC,MO,NA,NA,977808080,,Aziza
30023400007284,8717,URA TECHNOLOGIES PLC,MO,NA,NA,960162217,,Aziza
30025600007324,6368,WOLAITTA DEVELOPMENT ASSOCIATION,MO,NA,NA,924108704,,Selome
0128182000008810,6866,SPEED TECH IT TECHNOLOGY PLC,MT,NA,NA,933683247,,Tolosa
0153342000014178,9665,TRAD ETHIOPIA COMMISSIONING,MO,NA,NA,904525410,,Mohammed
0042462000002819,8444,WALTA MEDIA & COMMUNICATION CORPORATE S.C,MO,NA,NA,,,
0136752000012342,8420,BELCASH TECHNOLOGY SOLUTIONS PLC,MO,NA,NA,,,
30025100007313,8960,Alicom Trading plc,MO,NA,NA,,,
0042682000002758,8018,ECOM TECHNOLOGIES PLC,MO,NA,NA,911200580,,Mohammed
0042642000004054,8539,BELCASH TECHNOLOGY SOLUTION PLC,MO,NA,NA,,,
30024000007291,9541,ADDIS MUSIC MULTI MEDIA PLC,MO,NA,NA,911255195,,Tolosa
0121152000006408,8466,HIKMA ELECTRONICS PLC,MO,NA,NA,933683247,,Tolosa
0135202000011668,8649,HIKMA ELECTRONICS PLC,MO,NA,NA,933683247,,Tolosa
0059352000003569,8970,WALTA MEDIA & COMMUNICATION CORPORATE S.C,MO,NA,NA,,,
0134802000011405,6841,TILTEK TECHNOLOGY PLC.,MO,NA,NA,,,
0151782000014061,9877,ANDEGNA ECOMMERCE AND TRADING PLC,MO,NA,NA,,,
0145102000012889,7544,BALAGERU MULTIMEDIA CENTER SC,MO,NA,NA,,,
0129232000009403,7049,AGE ENGINEERING PLC,MT,NA,NA,923279021,,Tolosa
0134622000011287,7644,CORE ENGINEERING TECHNOLOGY P.L.C.,MT,NA,NA,923569610,,Tolosa
0157592000014811,8614,PRIME COM TECHNOLOGIES PLC,MO,NA,NA,910804901,,Tolosa
30026700007345,6747,MoWSA,MO,NA,NA,,,
30027100007356,6847,SIDAMA NATIONAL REGIONAL STATE HAWASSA CITY ADMINISTRATION,MO,NA,NA,916851387,,Aziza
2518222,2518222,FANA BROADCASTING CORPORATE S.C,MO,NA,NA,911760507,,Tolosa
2518330,2518330,OROMIA BROADCASTING NETWORK,MO,NA,NA,960767690,,Meskerem
251636,251636,Technolab Interactive PLC,MO,NA,NA,,,
251129,251129,Modertech Telecom VAS PLC,MO,NA,NA,,,
2517276,2517276,OROMIA BROADCASTING NETWORK,MO,NA,NA,960767690,,Meskerem
251854,251854,Go digital Service,MO,NA,NA,,,
2517696,2517696,Silver Spring,MO,NA,NA,944739544,,Mohammed
2518331,2518331,OROMIA BROADCASTING NETWORK,MO,NA,NA,960767690,,Meskerem
251801,251801,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,911810971,,Tolosa
2518841,2518841,NATIONAL MEDIA SHARE COMPANY,MO,NA,NA,911781822,,Mohammed
251831,251831,Nano Technologies PLC,MO,NA,NA,,,
251800,251800,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,911810971,,Tolosa
2518288,2518288,Addis Media Network,MO,NA,NA,,,
2519355,2519355,Abbay Media,MO,NA,NA,927181789,,Mohammed
2518101,2518101,ADEY TINSAE MEDIA AND ENTERTAINMENT PLC . .,MO,NA,NA,,,
2516979,2516979,OYAYA MULTI MEDIA PLC,MO,NA,NA,915740233,,Meskerem
251642,251642,Modertech Telecom VAS PLC,MO,NA,NA,,,
251934,251934,ETHIOPIAN COMMODITY EXCHANGE,MO,NA,NA,913279595,,Meskerem
2518600,2518600,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,911810971,,Tolosa
2519760,2519760,Two F Capital PLC,MO,NA,NA,911259114,,Mohammed
2518123,2518123,AFALAGI TRADING P.L.C,Voice-Premium,NA,NA,919312853,,Aziza
251929,251929,ETHIOPIAN COMMODITY EXCHANGE,Voice-Premium,NA,NA,913279595,,Meskerem
2518184,2518184,E T S CALL CENTER,Voice-Premium,NA,NA,977657253,,Aziza
2518131,2518131,MEKEDONIA HOME FOR THE ELDERY AND THE MENTALLY DISABLE,Voice-Premium,NA,NA,920289273,,Aziza
2519596,2519596,Serdo .Com Online Market plc,Voice-Premium,NA,NA,910867889,,Tolosa
2518885,2518885,ET INCLUSIVE FINANCE TECH S.C,Voice-Premium,NA,NA,911113687,,Selome
2516636,2516636,MEDANIT MEDICAL SEARCH ENGINE,Voice-Premium,NA,NA,929920742,,Aziza
2516781,2516781,NEXOVATE TRADING PLC,Voice-Premium,NA,NA,916730578,,Tolosa
2519394,2519394,WECARE INTEGRATED HEALTH NETWORK,Voice-Premium,NA,NA,964686464,,Aziza
2518035,2518035,TEBITA AMBULANCE PRE-HOSPITAL EMERGENCY MEDICAL SERVICE PLC,Voice-Premium,NA,NA,,,
2518510,2518510,Techno Trends it solution plc,Voice-Premium,NA,NA,,,
2517755,2517755,LIYANA DIGITAL HEALTH CARE,Voice-Premium,NA,NA,912352490,,Mohammed
2518234,2518234,MALI BABA / Kelemua Ayalkebet Mekash,Voice-Premium,NA,NA,911244202,,Aziza
2519665,2519665,TRAD ETHIOPIA COMMISSIONING,Voice-Premium,NA,NA,904525410,,Mohammed
2516558,2516558,OSCAR PROMOTION PLC,Voice-Premium,NA,NA,914211407,,Tolosa
2516967,2516967,VIVAMED PHARMA IMPORT & EXPORT,Voice-Premium,NA,NA,905582222,,Mohammed
2518293,2518293,MEBRAHTOM DANIAL AND FRINDES PRINTING AND ADVERTIZING WORK PARTNERSHIP,Voice-Premium,NA,NA,,,
2519780,2519780,MIRAKA MOTOR,Voice-Premium,NA,NA,NA,,Aziza
2518104,2518104,HELLO DELALA COMMISION SERVICE PLC,Voice-Premium,NA,NA,977808080,,Aziza
2516949,2516949,MSS PLC,Voice-Premium,NA,NA,NA,,Aziza
2518409,2518409,SURE TRADING PLC,Voice-Premium,NA,NA,,,
2516804,2516804,AWASH FM 90.7,Voice-Premium,NA,NA,,,
2516561,2516561,GOLLEYE PRIVATE LIMITED COMPANY,Voice-Premium,NA,NA,911166247,,Mohammed
2519332,2519332,Hashim Consultancy and Training,Voice-Premium,NA,NA,985582050,,Aziza
2519877,2519877,ANDEGNA ECOMMERCE AND TRADING PLC,Voice-Premium,NA,NA,,,
2518023,2518023,INNOVATION VENTURES PLC,Voice-Premium,NA,NA,,,
2517545,2517545,ED STELAR PLC,Voice-Premium,NA,NA,911492680,,Meskerem
601524,601524,Hikmaplc,CRBT,NA,NA,933683247,,Meskerem
601897,601897,Rahel Hail,CRBT,NA,NA,911220602,,Selome
601513,601513,Egresse,CRBT,NA,NA,932999937,,Aziza
601654,601654,Sami Zenebe Mulate,CRBT,NA,NA,913050849,,Tolosa
601647,601647,Bright Family,CRBT,NA,NA,910365072,,Aziza
601700,601700,Raya Jemal Haji,CRBT,NA,NA,915006987,,Mohammed
601788,601788,THE CHOSEN TELECOMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,935061284,,Tolosa
601703,601703,SEADA TAHIR AHMED,CRBT,NA,NA,911877693,,Mohammed
601587,601587,Ketim Desalegn Benti,CRBT,NA,NA,944001516,,Tolosa
601521,601521,Maya press work film production Advertising PLC,CRBT,NA,NA,911247081,,Mohammed
601516,601516,MD VAS Company,CRBT,NA,NA,912234937,,Meskerem
601747,601747,EGOL TRADINFG PLC,CRBT,NA,NA,911507701,,Tolosa
601997,601997,Anwar Temam Aragaw,CRBT,NA,NA,912452713,,Mohammed
601645,601645,NANSI VAS TECHNOLOGIES,CRBT,NA,NA,911296948,,Meskerem
601563,601563,Sebsebe Abebe,CRBT,NA,NA,911671074,,Selome
601633,601633,Tazima Entertainment PLC,CRBT,NA,NA,904378617,,Selome
601766,601766,Geleta Tahir Ahmed,CRBT,NA,NA,924602337,,Mohammed
601545,601545,DAYNAMIC DIGITAL TECHINOLOGY PLC,CRBT,NA,NA,911997933,,Mohammed
601725,601725,OnPoint General Trading,CRBT,NA,NA,922979498,,Selome
601995,601995,Africana Trading PLC,CRBT,NA,NA,917841802,,Meskerem
601613,601613,Betelehem Fasil,CRBT,NA,NA,974319762,,Tolosa
601789,601789,Salim Awod,CRBT,NA,NA,930249999,,Aziza
601963,601963,QUALI BER ENTERTAIMENT PLC,CRBT,NA,NA,989990579,,Mohammed
601724,601724,HUMBLE MUSIC PRODUCTION,CRBT,NA,NA,919080817,,Meskerem
601902,601902,BIRA MULATU TESSEMA,CRBT,NA,NA,911216571,,Mohammed
601770,601770,SHALOM TELECOM ENGINEERING,CRBT,NA,NA,917364181,,Selome
601608,601608,Starlight Trade,CRBT,NA,NA,911726557,,Selome
601970,601970,Skynet Online General trading PLC,CRBT,NA,NA,911107371,,Tolosa
601707,601707,MULETA HUSEN Telecommunication Value Added Service,CRBT,NA,NA,933146108,,Tolosa
601610,601610,Enlight,CRBT,NA,NA,927821805,,Aziza
601554,601554,National Entertainment,CRBT,NA,NA,,,
601944,601944,Abdurahman hussen abdella,CRBT,NA,NA,930399276,,Aziza
601820,601820,PRIME COM TECHNOLOGIES PLC,CRBT,NA,NA,910804901,,Mohammed
601801,601801,Nezifa Abdurezaq,CRBT,NA,NA,906229655,,Meskerem
601797,601797,Abyssinia Telecommunication VAS,CRBT,NA,NA,911383148,,Mohammed
601523,601523,Elora Trading PLC,CRBT,NA,NA,969695555,,Tolosa
601663,601663,IYASU NIGATU GONFA TELECOMMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,934509979,,Tolosa
601864,601864,Zarihun Seyifu Balcha,CRBT,NA,NA,912303243,,Aziza
601787,601787,Million Bikole Negasa,CRBT,NA,NA,910877845,,Aziza
601612,601612,Getaneh asefa,CRBT,NA,NA,911898543,,Meskerem
601785,601785,HIWOT TIZAZU TILAHUN,CRBT,NA,NA,913976686,,Tolosa
601599,601599,Had Mela Tech Vas,CRBT,NA,NA,911551655,,Meskerem
601973,601973,Gemechis Almadi Wadajo,CRBT,NA,NA,922156309,,Meskerem
601603,601603,ElsabetTefaye,CRBT,NA,NA,911736405,,Meskerem
601672,601672,Tigist Gizaw,CRBT,NA,NA,922979498,,Selome
601932,601932,KOKET VAS TRADING PLC,CRBT,NA,NA,906229655,,Meskerem
601666,601666,Alphanet Solution PLC,CRBT,NA,NA,993617272,,Tolosa
601840,601840,Linkedu,CRBT,NA,NA,913756997,,Selome
601748,601748,Jengo Entertainment Plc,CRBT,NA,NA,996705060,,Selome
601940,601940,Raji Abdisa Wolde,CRBT,NA,NA,942221111,,Mohammed
601623,601623,HULE ADDIS VAS,CRBT,NA,NA,913576797,,Selome
601992,601992,HABTAMU BEKELE VAS,CRBT,NA,NA,913319633,,Selome
601508,601508,Mergitu Belina,CRBT,NA,NA,940001818,,Meskerem
601669,601669,GEMECHIS TOLESA TELECOMMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,911351590,,Selome
601715,601715,REFISA DEREJE FEYISA VALUE ADDED SERVICE,CRBT,NA,NA,903195116,,Tolosa
601632,601632,BLEH ENTERTAINMENT PLC,CRBT,NA,NA,912892864,,Aziza
601543,601543,TOLA ZELEKE WODAJO,CRBT,NA,NA,923719843,,Mohammed
601544,601544,HG Entertainment,CRBT,NA,NA,911390057,,Mohammed
601646,601646,WINNER VAS TECHNOLOGY,CRBT,NA,NA,920151704,,Selome
601871,601871,Ayantu Asfaw,CRBT,NA,NA,930549428,,Tolosa
601639,601639,Betelehem Yosef Hailu,CRBT,NA,NA,910200381,,Aziza
601560,601560,Fanose Dejene VAS,CRBT,NA,NA,911284948,,Tolosa
601687,601687,Diro Kebebe Bedushe,CRBT,NA,NA,913089099,,Aziza
601860,601860,Washera Entertainment PLC,CRBT,NA,NA,918083820,,Aziza
601588,601588,Solomon Begna Dhunfa,CRBT,NA,NA,913760260,,Aziza
601679,601679,Habtamu Asefa Gashawu,CRBT,NA,NA,911605449,,Aziza
601755,601755,Haregwoyenie Zemedkun Foreketa,CRBT,NA,NA,943643279,,Meskerem
601882,601882,Burtukan Gelana Ergosa,CRBT,NA,NA,911289890,,Mohammed
601555,601555,21 Records,CRBT,NA,NA,911140071,,Aziza
601773,601773,DURSA ENTERTAINMENT PLC,CRBT,NA,NA,911565354,,Tolosa
601717,601717,Elroi Solutions Telecommunication,CRBT,NA,NA,964040479,,Aziza
601566,601566,URGECHA BEDADA DEBELE,CRBT,NA,NA,952266333,,Tolosa
601876,601876,Ahmednejash Mohammed Ibrahim,CRBT,NA,NA,915154325,,Mohammed
601906,601906,Yh Entertainment,CRBT,NA,NA,919495847,,Mohammed
601781,601781,Kaku Zerihun,CRBT,NA,NA,933980081,,Selome
601972,601972,Abduselam Abdula Shankle,CRBT,NA,NA,915810390,,Mohammed
601504,601504,Bilisuma Oneta Gurum,CRBT,NA,NA,940142515,,Mohammed
601701,601701,ABAYU ZEWDE NEGASH,CRBT,NA,NA,920551672,,Tolosa
601652,601652,TEC CRBT PLC,CRBT,NA,NA,911054807,,Tolosa
601743,601743,Segni Bekele Homa,CRBT,NA,NA,912036374,,Meskerem
601964,601964,Adey Tesfaye Gebremichael,CRBT,NA,NA,936561717,,Tolosa
601977,601977,zuzi PLC,CRBT,NA,NA,923808380,,Tolosa
601658,601658,Negarit Multimedia,CRBT,NA,NA,920168997,,Mohammed
601690,601690,The Future of the Generation,CRBT,NA,NA,974090055,,Mohammed
601877,601877,Fasika Tadesse Bogale,CRBT,NA,NA,912768699,,Mohammed
601533,601533,SORARDI PLC,CRBT,NA,NA,908005544,,Selome
601981,601981,Luban Trading plc,CRBT,NA,NA,911334485,,Tolosa
601728,601728,MELODY VALUE ADDED SERVICE,CRBT,NA,NA,915491850,,Tolosa
601559,601559,Girmachew Wudu Muchie,CRBT,NA,NA,912609063,,Selome
601993,601993,Awod Salem,CRBT,NA,NA,907777779,,Aziza
601791,601791,MT Production plc,CRBT,NA,NA,911664426,,Mohammed
601952,601952,Dawit Mitiku Debela,CRBT,NA,NA,961350371,,Mohammed
601680,601680,Urji Teshome,CRBT,NA,NA,912769161,,Meskerem
601511,601511,Ketoran Tasfaye,CRBT,NA,NA,917091887,,Meskerem
601644,601644,Abem Tech Ict Plc,CRBT,NA,NA,923759007,,Tolosa
601729,601729,BEKUREAMANUEL YEMANE MENGESHA,CRBT,NA,NA,915928438,,Meskerem
601732,601732,Smart Media PLC,CRBT,NA,NA,929138085,,Mohammed
601933,601933,Endris Mohammed Hussen,CRBT,NA,NA,906027264,,Mohammed
601887,601887,SURA ASEFA,CRBT,NA,NA,911867926,,Tolosa
601802,601802,Tekle Tesfaye VAS,CRBT,NA,NA,966229277,,Meskerem
601702,601702,Kingtel Import telecommunication Equipment,CRBT,NA,NA,933683247,,Meskerem
601812,601812,Sena Kenea Dinka,CRBT,NA,NA,903224818,,Aziza
601550,601550,Saleh Awadh Nasser,CRBT,NA,NA,901926703,,Selome
601720,601720,Zobil Telecommunication VAS,CRBT,NA,NA,911395274,,Mohammed
601510,601510,Weserve,CRBT,NA,NA,912090104,,Aziza
601685,601685,Sidona Telecommunication VAS,CRBT,NA,NA,911206924,,Selome
601843,601843,Hawi Getahun Mulisa,CRBT,NA,NA,910306623,,Tolosa
601678,601678,Tesfalem Tilahun Alemu,CRBT,NA,NA,951102883,,Aziza
601739,601739,Bluegrass Entertainment,CRBT,NA,NA,918874590,,Tolosa
601526,601526,Mulugeta Terefe Gurmessa,CRBT,NA,NA,,,
601742,601742,Mohammed Abdo,CRBT,NA,NA,,,
601862,601862,Obsa Wakweya,CRBT,NA,NA,944098461,,Selome
601751,601751,Orbit Consultance plc,CRBT,NA,NA,952488155,,Tolosa
601655,601655,Etika Teferi,CRBT,NA,NA,934000099,,Tolosa
601605,601605,OK VAS,CRBT,NA,NA,921437521,,Meskerem
601931,601931,Ayantu Aschenaki Bahiru,CRBT,NA,NA,917564547,,Mohammed
601874,601874,ALKE BULAN TRADING ONE MEMBER PLC,CRBT,NA,NA,974735001,,Tolosa
601744,601744,Mak Records,CRBT,NA,NA,922919901,,Tolosa
601693,601693,Dita Argo Gudeta,CRBT,NA,NA,902935224,,Aziza
601704,601704,Eko plus IT solution PLC,CRBT,NA,NA,933683247,,Meskerem
601974,601974,GADISE EBISA GUYASA TELECOMMUNICATION VAS,CRBT,NA,NA,915280788,,Tolosa
601769,601769,Nuwalif Technology,CRBT,NA,NA,911736405,,Meskerem
601775,601775,Yesiak Banjaw Belayneh,CRBT,NA,NA,944008689,,Selome
601799,601799,NEIMALAH AMDE YIMAM,CRBT,NA,NA,913756997,,Selome
601556,601556,Fraol Tesfaye Wakjira Vas,CRBT,NA,NA,915924260,,Meskerem
601771,601771,Flora IT Solution Plc,CRBT,NA,NA,913779034,,Aziza
601733,601733,TEA MEDIA AND EVENTS,CRBT,NA,NA,911197942,,Aziza
601539,601539,Michu plc,CRBT,NA,NA,931008888,,Selome
601976,601976,Ali Vas,CRBT,NA,NA,944031888,,Meskerem
601741,601741,Vision ENT Entertainment PLC,CRBT,NA,NA,910604216,,Aziza
601731,601731,Shigute Dabeta Geleta,CRBT,NA,NA,911296948,,Meskerem
601698,601698,Tolawak Dugusa,CRBT,NA,NA,911267022,,Meskerem
601697,601697,Go Tech technology,CRBT,NA,NA,,,
601734,601734,Temkin Entertainment Telecommunication VAS,CRBT,NA,NA,927265537,,Aziza
601722,601722,Neew ict and Event Organizer plc,CRBT,NA,NA,940042204,,Mohammed
601650,601650,Yessuneh Dafo Aman,CRBT,NA,NA,943805582,,Mohammed
601719,601719,A3 Value Added Services Plc,CRBT,NA,NA,960277770,,Meskerem
601716,601716,Ismael Emam Usman,CRBT,NA,NA,911692647,,Aziza
601985,601985,Top Entertainment PLC,CRBT,NA,NA,975859289,,Aziza
601888,601888,Elpida trading plc,CRBT,NA,NA,912764231,,Aziza
601892,601892,Vas Mas Trading PLC,CRBT,NA,NA,985202952,,Aziza
601880,601880,Yosan Getahun Likisa,CRBT,NA,NA,952922852,,Mohammed
601688,601688,Aknaw Dima Yadeta,CRBT,NA,NA,910901535,,Mohammed
