Service ID,Short code,Partner Name,service type,Product ID,SPID,Revenu Contact
0136332000012267,7831/7040,IMAN ISLAMIC ASSOCIATION,MT,NA,NA,
30020000007234,8925,Abebech Gobena,MT,1000030272,300200,
0104642000005055,6341,EKO PLUS IT TECHNOLOGY PLC,MT,NA,NA,
0145522000012977,7500,AWOLIA RELIEF AND DEVELOPMENT ORGANIZITION,MT,NA,NA,
0154372000014342,9827/7855,HACALU HUNDESSA FOUNDATION,MT,NA,NA,
0096002000004237,8185,Ri Com Value Add and Telecommunication Materials service,MT,NA,NA,
0152052000014090,9757,YESIR LENA CHARITY ORGANIZATION(YCO),MT,NA,NA,
0104642000005053,6329,ECO PLUS IT TECHNOLOGY PLC,MT,NA,NA,
0100572000004465,6489,BERIHUNE GEZAHEGN TELAHUN,MT,NA,NA,
30025600007320,6368,WOLAITTA DEVELOPMENT ASSOCIATION,MO,NA,NA,
0134822000011428,7514,Circles Technologies PLC,MT,NA,NA,
0136722000012336,7930,MEDON IT SOLUTION PLC,MT,NA,NA,
0134432000011165,7168,MELU SERVICES P.L.C,MT,NA,NA,
30020300007237,8208/8183,Kalen Benalafle 1,MO,40001007,300203,
30018200007227,6001,MASTER ABINET KEBEDE FOUNDATION,MT,1000030254,300182,
0100562000004469,8862,HIKMA ELECTRONICS PLC,MT,NA,NA,
0128172000008808,6661,EKO PLUS IT TECHNOLOGY PLC,MT,NA,NA,
0136272000012246,7566,Kutako Solutions,MT,NA,NA,
30013400007188,6265,ENAT BANK S.C.,MT,1000030215,300154,
300209200007241,6650,EOTC Child and family affairs organization,MT,10000302759,300208,
0128192000008804,6375,BLUE LINE  IT SOLUTION PLC,MT,NA,NA,
0101022000004568,6616,H.P.N.R.S BEZUHANE MEGENAGNA HARAR,MT,NA,NA,
0121292000006470,6400,City Governement of Addis Ababa City Administration,MT,NA,NA,
0104042000005429,6614,COMTEL TRADING PLC,MT,NA,NA,
0042622000002745,8338,APPOSIT TECHNOLOGY SOLUTIONS PLC,MO,NA,NA,
30022700007274,6802,Gurage lemat,MT,10000302792,300227,
0145362000012947,9282,MEMBER MULTIMIDIA PRODACTION PLC,MO,NA,NA,
30024200007300,8104,HELLO DELALA COMMISION SERVICE PLC,MO,NA,NA,
30023400007284,8717,URA TECHNOLOGIES PLC,MO,NA,NA,
30025600007324,6368,WOLAITTA DEVELOPMENT ASSOCIATION,MO,NA,NA,
0128182000008810,6866,SPEED TECH IT TECHNOLOGY PLC,MT,NA,NA,
0153342000014178,9665,TRAD ETHIOPIA COMMISSIONING,MO,NA,NA,
0042462000002819,8444,WALTA MEDIA & COMMUNICATION CORPORATE S.C,MO,NA,NA,
0136752000012342,8420,BELCASH TECHNOLOGY SOLUTIONS PLC,MO,NA,NA,
30025100007313,8960,Alicom Trading plc,MO,NA,NA,
0042682000002758,8018,ECOM TECHNOLOGIES PLC,MO,NA,NA,
0042642000004054,8539,BELCASH TECHNOLOGY SOLUTION PLC,MO,NA,NA,
30024000007291,9541,ADDIS MUSIC MULTI MEDIA PLC,MO,NA,NA,
0121152000006408,8466,HIKMA ELECTRONICS PLC,MO,NA,NA,
0135202000011668,8649,HIKMA ELECTRONICS PLC,MO,NA,NA,
0059352000003569,8970,WALTA MEDIA & COMMUNICATION CORPORATE S.C,MO,NA,NA,
0134802000011405,6841,TILTEK TECHNOLOGY PLC.,MO,NA,NA,
0151782000014061,9877,ANDEGNA ECOMMERCE AND TRADING PLC,MO,NA,NA,
0145102000012889,7544,BALAGERU MULTIMEDIA CENTER SC,MO,NA,NA,
0129232000009403,7049,AGE ENGINEERING PLC,MT,NA,NA,
0134622000011287,7644,CORE ENGINEERING TECHNOLOGY P.L.C.,MT,NA,NA,
0157592000014811,8614,PRIME COM TECHNOLOGIES PLC,MO,NA,NA,
30026700007345,6747,MoWSA,MO,NA,NA,
30027100007356,6847,SIDAMA NATIONAL REGIONAL STATE HAWASSA CITY ADMINISTRATION,MO,NA,NA,
2518222,2518222,FANA BROADCASTING CORPORATE S.C,MO,NA,NA,
2518330,2518330,OROMIA BROADCASTING NETWORK,MO,NA,NA,
251636,251636,Technolab Interactive PLC,MO,NA,NA,
251129,251129,Modertech Telecom VAS PLC,MO,NA,NA,
2517276,2517276,OROMIA BROADCASTING NETWORK,MO,NA,NA,
251854,251854,Go digital Service ,MO,NA,NA,
2517696,2517696,Silver Spring,MO,NA,NA,
2518331,2518331,OROMIA BROADCASTING NETWORK,MO,NA,NA,
251801,251801,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,
2518841,2518841,NATIONAL MEDIA SHARE COMPANY,MO,NA,NA,
251831,251831,Nano Technologies PLC,MO,NA,NA,
251800,251800,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,
2518288,2518288,Addis Media Network,MO,NA,NA,
2519355,2519355,Abbay Media,MO,NA,NA,
2518101,2518101,ADEY TINSAE MEDIA AND ENTERTAINMENT PLC . .,MO,NA,NA,
2516979,2516979,OYAYA MULTI MEDIA PLC,MO,NA,NA,
251642,251642,Modertech Telecom VAS PLC,MO,NA,NA,
251934,251934,ETHIOPIAN COMMODITY EXCHANGE,MO,NA,NA,
2518600,2518600,ETHIOPIAN BROADCASTING CORPORATION,MO,NA,NA,
2519760,2519760,Two F Capital PLC,MO,NA,NA,
2518123,2518123,AFALAGI TRADING P.L.C,Voice-Premium,NA,NA,
251929,251929,ETHIOPIAN COMMODITY EXCHANGE,Voice-Premium,NA,NA,
2518184,2518184,E T S CALL CENTER,Voice-Premium,NA,NA,
2518131,2518131,MEKEDONIA HOME FOR THE ELDERY AND THE MENTALLY DISABLE,Voice-Premium,NA,NA,
2519596,2519596,Serdo .Com Online Market plc,Voice-Premium,NA,NA,
2518885,2518885,ET INCLUSIVE FINANCE TECH S.C,Voice-Premium,NA,NA,
2516636,2516636,MEDANIT MEDICAL SEARCH ENGINE,Voice-Premium,NA,NA,
2516781,2516781,NEXOVATE TRADING PLC,Voice-Premium,NA,NA,
2519394,2519394,WECARE INTEGRATED HEALTH NETWORK,Voice-Premium,NA,NA,
2518035,2518035,TEBITA AMBULANCE PRE-HOSPITAL EMERGENCY MEDICAL SERVICE PLC,Voice-Premium,NA,NA,
2518510,2518510,Techno Trends it solution plc,Voice-Premium,NA,NA,
2517755,2517755,LIYANA DIGITAL HEALTH CARE,Voice-Premium,NA,NA,
2518234,2518234,MALI BABA / Kelemua Ayalkebet Mekash,Voice-Premium,NA,NA,
2519665,2519665,TRAD ETHIOPIA COMMISSIONING,Voice-Premium,NA,NA,
2516558,2516558,OSCAR PROMOTION PLC,Voice-Premium,NA,NA,
2516967,2516967,VIVAMED PHARMA IMPORT & EXPORT,Voice-Premium,NA,NA,
2518293,2518293,MEBRAHTOM DANIAL AND FRINDES PRINTING AND ADVERTIZING WORK PARTNERSHIP,Voice-Premium,NA,NA,
2519780,2519780,MIRAKA MOTOR,Voice-Premium,NA,NA,
2518104,2518104,HELLO DELALA COMMISION SERVICE PLC,Voice-Premium,NA,NA,
2516949,2516949,MSS PLC,Voice-Premium,NA,NA,
2518409,2518409,SURE TRADING PLC,Voice-Premium,NA,NA,
2516804,2516804,AWASH FM 90.7,Voice-Premium,NA,NA,
2516561,2516561,GOLLEYE PRIVATE LIMITED COMPANY,Voice-Premium,NA,NA,
2519332,2519332,Hashim Consultancy and Training,Voice-Premium,NA,NA,
2519877,2519877,ANDEGNA ECOMMERCE AND TRADING PLC,Voice-Premium,NA,NA,
2518023,2518023,INNOVATION VENTURES PLC,Voice-Premium,NA,NA,
2517545,2517545,ED STELAR PLC,Voice-Premium,NA,NA,
601524,601524,Hikmaplc,CRBT,NA,NA,
601897,601897,Rahel Hail,CRBT,NA,NA,
601513,601513,Egresse,CRBT,NA,NA,
601654,601654,Sami Zenebe Mulate,CRBT,NA,NA,
601647,601647,Bright Family,CRBT,NA,NA,
601700,601700,Raya Jemal Haji,CRBT,NA,NA,
601788,601788,THE CHOSEN TELECOMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,
601703,601703,SEADA TAHIR AHMED,CRBT,NA,NA,
601587,601587,Ketim Desalegn Benti,CRBT,NA,NA,
601521,601521,Maya press work film production Advertising PLC,CRBT,NA,NA,
601516,601516,MD VAS Company,CRBT,NA,NA,
601747,601747,EGOL TRADINFG PLC,CRBT,NA,NA,
601997,601997,Anwar Temam Aragaw,CRBT,NA,NA,
601645,601645,NANSI VAS TECHNOLOGIES,CRBT,NA,NA,
601563,601563,Sebsebe Abebe,CRBT,NA,NA,
601633,601633,Tazima Entertainment PLC,CRBT,NA,NA,
601766,601766,Geleta Tahir Ahmed,CRBT,NA,NA,
601545,601545,DAYNAMIC DIGITAL TECHINOLOGY PLC,CRBT,NA,NA,
601725,601725,OnPoint General Trading,CRBT,NA,NA,
601995,601995,Africana Trading PLC,CRBT,NA,NA,
601613,601613,Betelehem Fasil,CRBT,NA,NA,
601789,601789,Salim Awod,CRBT,NA,NA,
601963,601963,QUALI BER ENTERTAIMENT PLC,CRBT,NA,NA,
601724,601724,HUMBLE MUSIC PRODUCTION,CRBT,NA,NA,
601902,601902,BIRA MULATU TESSEMA,CRBT,NA,NA,
601770,601770,SHALOM TELECOM ENGINEERING,CRBT,NA,NA,
601608,601608,Starlight Trade,CRBT,NA,NA,
601970,601970,Skynet Online General trading PLC,CRBT,NA,NA,
601707,601707,MULETA HUSEN Telecommunication Value Added Service,CRBT,NA,NA,
601610,601610,Enlight,CRBT,NA,NA,
601554,601554,National Entertainment,CRBT,NA,NA,
601944,601944,Abdurahman hussen abdella,CRBT,NA,NA,
601820,601820,PRIME COM TECHNOLOGIES PLC,CRBT,NA,NA,
601801,601801,Nezifa Abdurezaq,CRBT,NA,NA,
601797,601797,Abyssinia Telecommunication VAS,CRBT,NA,NA,
601523,601523,Elora Trading PLC,CRBT,NA,NA,
601663,601663,IYASU NIGATU GONFA TELECOMMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,
601864,601864,Zarihun Seyifu Balcha,CRBT,NA,NA,
601787,601787,Million Bikole Negasa,CRBT,NA,NA,
601612,601612,Getaneh asefa,CRBT,NA,NA,
601785,601785,HIWOT TIZAZU TILAHUN,CRBT,NA,NA,
601599,601599,Had Mela Tech Vas,CRBT,NA,NA,
601973,601973,Gemechis Almadi Wadajo,CRBT,NA,NA,
601603,601603,ElsabetTefaye,CRBT,NA,NA,
601672,601672,Tigist Gizaw,CRBT,NA,NA,
601932,601932,KOKET VAS TRADING PLC,CRBT,NA,NA,
601666,601666,Alphanet Solution PLC,CRBT,NA,NA,
601840,601840,Linkedu,CRBT,NA,NA,
601748,601748,Jengo Entertainment Plc,CRBT,NA,NA,
601940,601940,Raji Abdisa Wolde,CRBT,NA,NA,
601623,601623,HULE ADDIS VAS,CRBT,NA,NA,
601992,601992,HABTAMU BEKELE VAS,CRBT,NA,NA,
601508,601508,Mergitu Belina,CRBT,NA,NA,
601669,601669,GEMECHIS TOLESA TELECOMMUNICATION VALUE ADDED SERVICE,CRBT,NA,NA,
601715,601715,REFISA DEREJE FEYISA VALUE ADDED SERVICE,CRBT,NA,NA,
601632,601632,BLEH ENTERTAINMENT PLC,CRBT,NA,NA,
601543,601543,TOLA ZELEKE WODAJO,CRBT,NA,NA,
601544,601544,HG Entertainment,CRBT,NA,NA,
601646,601646,WINNER VAS TECHNOLOGY,CRBT,NA,NA,
601871,601871,Ayantu Asfaw,CRBT,NA,NA,
601639,601639,Betelehem Yosef Hailu,CRBT,NA,NA,
601560,601560,Fanose Dejene VAS,CRBT,NA,NA,
601687,601687,Diro Kebebe Bedushe,CRBT,NA,NA,
601860,601860,Washera Entertainment PLC,CRBT,NA,NA,
601588,601588,Solomon Begna Dhunfa,CRBT,NA,NA,
601679,601679,Habtamu Asefa Gashawu,CRBT,NA,NA,
601755,601755,Haregwoyenie Zemedkun Foreketa,CRBT,NA,NA,
601882,601882,Burtukan Gelana Ergosa,CRBT,NA,NA,
601555,601555,21 Records,CRBT,NA,NA,
601773,601773,DURSA ENTERTAINMENT PLC,CRBT,NA,NA,
601717,601717,Elroi Solutions Telecommunication,CRBT,NA,NA,
601566,601566,URGECHA BEDADA DEBELE,CRBT,NA,NA,
601876,601876,Ahmednejash Mohammed Ibrahim,CRBT,NA,NA,
601906,601906,Yh Entertainment,CRBT,NA,NA,
601781,601781,Kaku Zerihun,CRBT,NA,NA,
601972,601972,Abduselam Abdula Shankle,CRBT,NA,NA,
601504,601504,Bilisuma Oneta Gurum,CRBT,NA,NA,
601701,601701,ABAYU ZEWDE NEGASH,CRBT,NA,NA,
601652,601652,TEC CRBT PLC,CRBT,NA,NA,
601743,601743,Segni Bekele Homa,CRBT,NA,NA,
601964,601964,Adey Tesfaye Gebremichael,CRBT,NA,NA,
601977,601977,zuzi PLC,CRBT,NA,NA,
601658,601658,Negarit Multimedia,CRBT,NA,NA,
601690,601690,The Future of the Generation,CRBT,NA,NA,
601877,601877,Fasika Tadesse Bogale,CRBT,NA,NA,
601533,601533,SORARDI PLC,CRBT,NA,NA,
601981,601981,Luban Trading plc,CRBT,NA,NA,
601728,601728,MELODY VALUE ADDED SERVICE,CRBT,NA,NA,
601559,601559,Girmachew Wudu Muchie,CRBT,NA,NA,
601993,601993,Awod Salem,CRBT,NA,NA,
601791,601791,MT Production plc,CRBT,NA,NA,
601952,601952,Dawit Mitiku Debela,CRBT,NA,NA,
601680,601680,Urji Teshome,CRBT,NA,NA,
601511,601511,Ketoran Tasfaye,CRBT,NA,NA,
601644,601644,Abem Tech Ict Plc,CRBT,NA,NA,
601729,601729,BEKUREAMANUEL YEMANE MENGESHA,CRBT,NA,NA,
601732,601732,Smart Media PLC,CRBT,NA,NA,
601933,601933,Endris Mohammed Hussen,CRBT,NA,NA,
601887,601887,SURA ASEFA,CRBT,NA,NA,
601802,601802,Tekle Tesfaye VAS,CRBT,NA,NA,
601702,601702,Kingtel Import telecommunication Equipment,CRBT,NA,NA,
601812,601812,Sena Kenea Dinka,CRBT,NA,NA,
601550,601550,Saleh Awadh Nasser,CRBT,NA,NA,
601720,601720,Zobil Telecommunication VAS,CRBT,NA,NA,
601510,601510,Weserve,CRBT,NA,NA,
601685,601685,Sidona Telecommunication VAS,CRBT,NA,NA,
601843,601843,Hawi Getahun Mulisa,CRBT,NA,NA,
601678,601678,Tesfalem Tilahun Alemu,CRBT,NA,NA,
601739,601739,Bluegrass Entertainment,CRBT,NA,NA,
601526,601526,Mulugeta Terefe Gurmessa,CRBT,NA,NA,
601742,601742,Mohammed Abdo,CRBT,NA,NA,
601862,601862,Obsa Wakweya,CRBT,NA,NA,
601751,601751,Orbit Consultance plc,CRBT,NA,NA,
601655,601655,Etika Teferi,CRBT,NA,NA,
601605,601605,OK VAS,CRBT,NA,NA,
601931,601931,Ayantu Aschenaki Bahiru,CRBT,NA,NA,
601874,601874,ALKE BULAN TRADING ONE MEMBER PLC,CRBT,NA,NA,
601744,601744,Mak Records,CRBT,NA,NA,
601693,601693,Dita Argo Gudeta,CRBT,NA,NA,
601704,601704,Eko plus IT solution PLC,CRBT,NA,NA,
601974,601974,GADISE EBISA GUYASA TELECOMMUNICATION VAS,CRBT,NA,NA,
601769,601769,Nuwalif Technology,CRBT,NA,NA,
601775,601775,Yesiak Banjaw Belayneh,CRBT,NA,NA,
601799,601799,NEIMALAH AMDE YIMAM,CRBT,NA,NA,
601556,601556,Fraol Tesfaye Wakjira Vas,CRBT,NA,NA,
601771,601771,Flora IT Solution Plc,CRBT,NA,NA,
601733,601733,TEA MEDIA AND EVENTS,CRBT,NA,NA,
601539,601539,Michu plc,CRBT,NA,NA,
601976,601976,Ali Vas,CRBT,NA,NA,
601741,601741,Vision ENT Entertainment PLC,CRBT,NA,NA,
601731,601731,Shigute Dabeta Geleta,CRBT,NA,NA,
601698,601698,Tolawak Dugusa,CRBT,NA,NA,
601697,601697,Go Tech technology,CRBT,NA,NA,
601734,601734,Temkin Entertainment Telecommunication VAS,CRBT,NA,NA,
601722,601722,Neew ict and Event Organizer plc,CRBT,NA,NA,
601650,601650,Yessuneh Dafo Aman,CRBT,NA,NA,
601719,601719,A3 Value Added Services Plc,CRBT,NA,NA,
601716,601716,Ismael Emam Usman,CRBT,NA,NA,
601985,601985,Top Entertainment PLC,CRBT,NA,NA,
601888,601888,Elpida trading plc,CRBT,NA,NA,
601892,601892,Vas Mas Trading PLC,CRBT,NA,NA,
601880,601880,Yosan Getahun Likisa,CRBT,NA,NA,
601688,601688,Aknaw Dima Yadeta,CRBT,NA,NA,
601620,601620,Gizaw Merga,CRBT,NA,NA,
601721,601721,ODAA Technologies Solution Plc,CRBT,NA,NA,
601577,601577,A T M ENGINEERING PLC,CRBT,NA,NA,
601689,601689,Fenta Wechefo Mengestu,CRBT,NA,NA,
601796,601796,Yishak Kebede,CRBT,NA,NA,
601621,601621,SHASHA ENTERTAINMENT,CRBT,NA,NA,
601821,601821,Gadise Tariku,CRBT,NA,NA,
601878,601878,KUTAKO SOLUTIONS,CRBT,NA,NA,
601691,601691,Waleed a abdulrahamn,CRBT,NA,NA,
601677,601677,Ebise Darge Telecommunication Value Added Service,CRBT,NA,NA,
601579,601579,Bushra Ahmed,CRBT,NA,NA,
601990,601990,Hope entertainment plc,CRBT,NA,NA,
601779,601779,RASE GENERAL TRADING PLC,CRBT,NA,NA,
601987,601987,Eyob busa,CRBT,NA,NA,
601929,601929,Zelalem Ayalew Nigusse,CRBT,NA,NA,
601780,601780,ADONAY INTERNET SOLUTION PLC,CRBT,NA,NA,
601565,601565,Keol Negesa Melka,CRBT,NA,NA,
601505,601505,Bisrat Surefel Abebe,CRBT,NA,NA,
601619,601619,Mohammed a abdulrahaman,CRBT,NA,NA,
601746,601746,Oromia investment group one member PLC,CRBT,NA,NA,
601800,601800,Yuniversal Marketing plc,CRBT,NA,NA,
601738,601738,Shakura VAS PLC,CRBT,NA,NA,
601768,601768,Kasma General Contractor,CRBT,NA,NA,
601745,601745,Kegna Techno Value Added Service work plc,CRBT,NA,NA,
601740,601740,KAKU STUDIO PLC,CRBT,NA,NA,
601723,601723,HANAZI STUDIO,CRBT,NA,NA,
601547,601547,ET Production plc,CRBT,NA,NA,
601710,601710,Everest Consultancy plc,CRBT,NA,NA,
601708,601708,MYROCK TECHNOLOGY SERVICE,CRBT,NA,NA,
601764,601764,Pula Holdings Trading One Member plc,CRBT,NA,NA,
601980,601980,ECHO ETHIOPIA SOLUTION PLC,CRBT,NA,NA,
601509,601509,Shewa Kena Benti,CRBT,NA,NA,
601727,601727,HARMONY MULTIMEDIA ONE MEMBER PLC,CRBT,NA,NA,
601790,601790,Eristie Atinaf Asres,CRBT,NA,NA,
601989,601989,Feliz VAS,CRBT,NA,NA,
601810,601810,ZEMAMNESH AYALEW KASSA,CRBT,NA,NA,
601520,601520,GHG Trading Plc,CRBT,NA,NA,
601530,601530,MIIRA DIGITAL TECH PLC,CRBT,NA,NA,
601982,601982,Brote Tich Trading plc,CRBT,NA,NA,
601667,601667,Addisu Wayma Hunde,CRBT,NA,NA,
601951,601951,Seada Ali Hassen,CRBT,NA,NA,
601712,601712,Efa Desisa Olika,CRBT,NA,NA,
601594,601594,May Technology Plc,CRBT,NA,NA,
601737,601737,Amuni Trading PLC,CRBT,NA,NA,
601538,601538,OFKE Solution plc,CRBT,NA,NA,
601758,601758,GTECH TECHNOLOGIES PLC,CRBT,NA,NA,
601749,601749,Kallah Trading Private Limited Company,CRBT,NA,NA,
601713,601713,BINAS Telecommunication VAS,CRBT,NA,NA,
601809,601809,TWO F CAPITAL PLC,CRBT,NA,NA,
601531,601531,CHELKBA BEDADA KORICHO,CRBT,NA,NA,
601885,601885,Elu Star Trading PLC,CRBT,NA,NA,
601601,601601,Credocks,CRBT,NA,NA,
601535,601535,BIRHANU MERGA MULETA,CRBT,NA,NA,
601536,601536,GENTLE TELECOMMUNICATION VALUE ADDED SERVICE WORK PLC,CRBT,NA,NA,
601899,601899,Qalbii software techologies,CRBT,NA,NA,
601537,601537,Wishwell Corporation Plc,CRBT,NA,NA,
601777,601777,Natnael,CRBT,NA,NA,
601896,601896,MMRYICT PLC,CRBT,NA,NA,
601946,601946,Thabet Technologies,CRBT,NA,NA,
601503,601503,METI FEYE TOLA TELECOMMUNICATION VAS,CRBT,NA,NA,
601705,601705,HEAVENS ECHO SCHOOL OF MUSIC PLC,CRBT,NA,NA,
601927,601927,Kezira Technology plc,CRBT,NA,NA,
601869,601869,ITex Technology plc,CRBT,NA,NA,
601604,601604,Smart Technology PLC,CRBT,NA,NA,
601558,601558,Zeab Spiritual Shop PLC,CRBT,NA,NA,
601540,601540,Mahi Entertainment,CRBT,NA,NA,
601567,601567,Michu Entertainment Studio,CRBT,NA,NA,
601569,601569,Hermony Music Studio PLC,CRBT,NA,NA,
601557,601557,Gutu Studio,CRBT,NA,NA,
601551,601551,Firomi Telecommunication VAS Work PLC,CRBT,NA,NA,
601548,601548,Comfort Studio,CRBT,NA,NA,
605,605,National Lottery (Admas),MO,NA,NA,
40000000000002,6068,Nafi IT solution,IVR,NA,NA,
40000000000003,6068,Nafi IT solution,IVR,NA,NA,
40000000000004,6068,Nafi IT solution,IVR,NA,NA,
40000000000005,6068,Nafi IT solution,IVR,NA,NA,
40000000000006,6068,Nafi IT solution,IVR,NA,NA,
40000000000007,6068,Nafi IT solution,IVR,NA,NA,
40000000000008,6068,Nafi IT solution,IVR,NA,NA,
40000000000009,6068,Nafi IT solution,IVR,NA,NA,
40000000000010,6068,Nafi IT solution,IVR,NA,NA,
40000000000015,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000016,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000017,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000018,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000019,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000020,6266,Innovii Digital Service,IVR,NA,NA,
40000000000021,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000022,6266,Innovii Digital Service,IVR,NA,NA,
40000000000023,6266,Innovii Digital Service ,IVR,NA,NA,
40000000000024,6071,DS Media ,IVR,NA,NA,
40000000000025,6071,DS Media ,IVR,NA,NA,
40000000000026,6071,DS Media,IVR,NA,NA,
40000000000027,6071,DS Media,IVR,NA,NA,
40000000000028,6071,DS Media,IVR,NA,NA,
40000000000029,6071,DS Media,IVR,NA,NA,
40000000000030,6071,DS Media,IVR,NA,NA,
40000000000031,6071,DS Media,IVR,NA,NA,
40000000000032,6071,DS Media,IVR,NA,NA,
40000000000033,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
40000000000034,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
40000000000035,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
40000000000036,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
40000000000037,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
40000000000038,8645,Modern Key ICT Solution  PLC,IVR,NA,NA,
